index,dataset,seed,arm,accuracy,macro_f1,balanced_accuracy,log_loss,rescues,harms,net_rescue,intervention_rate,beacon_lock_rate,beacon_quality_mean,vmax,a0_thrust,brake_start
30,breast_cancer,71,homing_vmax_acceleration,0.9473684210526316,0.942866688940862,0.9384920634920636,0.1305099693681906,0,0,0,0.0,0.8508771929824561,0.7272600136427106,0.2,0.0,0.1
31,breast_cancer,71,a0_maintenance_thrust,0.9473684210526316,0.942866688940862,0.9384920634920636,0.1305099693681906,0,0,0,0.0,0.8508771929824561,0.7272600136427106,0.2,0.0,0.1
32,breast_cancer,71,dynamic_precision_deceleration,0.9473684210526316,0.942866688940862,0.9384920634920636,0.1307120156596361,0,0,0,0.0,0.8508771929824561,0.7272600136427106,0.2,0.0,0.1
33,breast_cancer,71,terminal_micro_guidance,0.9473684210526316,0.942866688940862,0.9384920634920636,0.1307095820073626,0,0,0,0.0,0.8508771929824561,0.7272600136427106,0.2,0.0,0.1
34,breast_cancer,71,full_laser_homing_beacon_conduit,0.9473684210526316,0.942866688940862,0.9384920634920636,0.1307095820073626,0,0,0,0.0,0.8508771929824561,0.7272600136427106,0.2,0.0,0.1
35,breast_cancer,89,adaptive_entry_combi_anchor,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1344196195344372,0,0,0,0.0,0.8771929824561403,0.7426173856726497,0.2,0.0,0.1
36,breast_cancer,89,laser_targeting_lens,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1330114256291064,0,0,0,0.0,0.8771929824561403,0.7426173856726497,0.2,0.0,0.1
37,breast_cancer,89,homing_vmax_acceleration,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1343097075019348,0,0,0,0.0,0.8771929824561403,0.7426173856726497,0.2,0.0,0.1
38,breast_cancer,89,a0_maintenance_thrust,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1343097075019348,0,0,0,0.0,0.8771929824561403,0.7426173856726497,0.2,0.0,0.1
39,breast_cancer,89,dynamic_precision_deceleration,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1339100678215563,0,0,0,0.0,0.8771929824561403,0.7426173856726497,0.2,0.0,0.1
40,breast_cancer,89,terminal_micro_guidance,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1339197923444121,0,0,0,0.0,0.8771929824561403,0.7426173856726497,0.2,0.0,0.1
41,breast_cancer,89,full_laser_homing_beacon_conduit,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1331574921863625,0,0,0,0.0,0.8771929824561403,0.7426173856726497,0.2,0.0,0.1
42,breast_cancer,101,adaptive_entry_combi_anchor,0.9736842105263158,0.97186343068696,0.9697019325253848,0.093870595749812,0,0,0,0.0,0.8596491228070176,0.7092698323145097,0.2,0.0,0.1
43,breast_cancer,101,laser_targeting_lens,0.9736842105263158,0.97186343068696,0.9697019325253848,0.0955744342665105,0,0,0,0.0,0.8596491228070176,0.7092698323145097,0.2,0.0,0.1
44,breast_cancer,101,homing_vmax_acceleration,0.9736842105263158,0.97186343068696,0.9697019325253848,0.0940981902877362,0,0,0,0.0,0.8596491228070176,0.7092698323145097,0.2,0.0,0.1
45,breast_cancer,101,a0_maintenance_thrust,0.9736842105263158,0.97186343068696,0.9697019325253848,0.0940981902877362,0,0,0,0.0,0.8596491228070176,0.7092698323145097,0.2,0.0,0.1
46,breast_cancer,101,dynamic_precision_deceleration,0.9736842105263158,0.97186343068696,0.9697019325253848,0.0949382219344025,0,0,0,0.0,0.8596491228070176,0.7092698323145097,0.2,0.0,0.1
47,breast_cancer,101,terminal_micro_guidance,0.9736842105263158,0.97186343068696,0.9697019325253848,0.0949511606418276,0,0,0,0.0,0.8596491228070176,0.7092698323145097,0.2,0.0,0.1
48,breast_cancer,101,full_laser_homing_beacon_conduit,0.9736842105263158,0.97186343068696,0.9697019325253848,0.0941666293822809,0,0,0,0.0,0.8596491228070176,0.7092698323145097,0.2,0.0,0.1
49,breast_cancer,127,adaptive_entry_combi_anchor,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.0831140820115701,0,0,0,0.0,0.8947368421052632,0.7278612382096917,0.2,0.0,0.1
50,breast_cancer,127,laser_targeting_lens,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.0834274886211041,0,0,0,0.0,0.8947368421052632,0.7278612382096917,0.2,0.0,0.1
